Name,Score,Aired,Status,Studios,Source,Rank,Popularity,Favorites,Scored By,Members,Main Genre,Sub Genre,Year Released
Baobao Yue Xuetang: Zhihui Xingyun Xing,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,14824.0,20729,0,0.0,92,Adventure,Comedy,
Baobao Yue Xuetang: Kuaile Tonghua Cheng,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,14821.0,20535,0,0.0,102,Adventure,Comedy,
Baobao Yue Xuetang: Xiha Maoxian Dao,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,14823.0,20634,0,0.0,96,Adventure,Comedy,
Baobao Yue Xuetang: Qimiao Wanhuatong,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,14822.0,20741,0,0.0,91,Adventure,Comedy,
Shuimu Baobao Kan Shijie,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19856.0,20599,0,0.0,98,Comedy,No Sub-Genre,2008.0
Shuimu Juchang Yiqian Ling Yi Ye,0.0,2012,Finished Airing,YOW MISSING MAS BRO,Original,19861.0,21259,0,0.0,75,Fantasy,No Sub-Genre,
Shuimu Tiantian Gushi Hui,0.0,2009,Finished Airing,YOW MISSING MAS BRO,Original,19864.0,20786,0,0.0,89,Adventure,Comedy,
Shuimu Juchang 365 Ye Gushi,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19859.0,20756,0,0.0,91,Comedy,No Sub-Genre,2011.0
Shuimu Xuetang,0.0,2008,Finished Airing,YOW MISSING MAS BRO,Original,19867.0,21046,0,0.0,80,Comedy,No Sub-Genre,
Shuimu Antusheng Tonghua Gushi,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19855.0,21102,0,0.0,79,Fantasy,No Sub-Genre,2008.0
Shuimu Juchang Xi You Ji,0.0,Aug 2010 to Dec 2010,Finished Airing,YOW MISSING MAS BRO,Novel,19859.0,20138,0,0.0,125,Fantasy,No Sub-Genre,2010.0
Wu Liuqi: Xuanwu Guo Pian,8.38,"Jan 21, 2021 to May 5, 2021",Finished Airing,Sharefun Studio,Original,184.0,2809,740,29144.0,53435,Action,Adventure,2021.0
Chang Jian Feng Yun,6.03,"Jan 22, 2021 to Mar 19, 2021",Finished Airing,Xuni Ying Ye,Original,8684.0,13021,4,193.0,888,Action,Drama,2021.0
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,7.22,"Jan 31, 2021 to Feb 14, 2021",Finished Airing,"Original Force, Wonder Cat Animation",Novel,2929.0,10363,9,1065.0,2209,Action,Adventure,2021.0
Orient,6.6,"Jan 6, 2022 to Mar 24, 2022",Finished Airing,A.C.G.T.,Manga,5840.0,1881,513,36709.0,104601,Action,Adventure,2022.0
Gekidan Nanatsu no Taizai,5.56,"Dec 24, 2020 to Jan 5, 2021",Finished Airing,YOW MISSING MAS BRO,Original,10592.0,7438,8,1424.0,5973,Comedy,Fantasy,2020.0
G.R.M.,0.0,1996,Finished Airing,Production I.G,Original,15985.0,18885,0,0.0,198,Fantasy,Sci-Fi,
Mahouka Koukou no Yuutousei,6.65,"Jul 3, 2021 to Sep 25, 2021",Finished Airing,Connect,Manga,5600.0,1644,731,38215.0,125717,Fantasy,Sci-Fi,2021.0
Holy Knight Light,7.04,"Dec 26, 2020",Finished Airing,Yostar Pictures,Game,3799.0,8427,15,2467.0,4363,Action,Fantasy,
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,8.7,"Oct 4, 2021 to Dec 20, 2021",Finished Airing,Studio Bind,Light novel,53.0,221,17106,477819.0,785209,Drama,Fantasy,2021.0
IDOLiSH7 Third Beat!,8.21,"Jul 4, 2021 to Sep 26, 2021",Finished Airing,TROYCA,Game,335.0,4560,340,6190.0,20213,Drama,No Sub-Genre,2021.0
Ficfyon7,0.0,2004,Finished Airing,YOW MISSING MAS BRO,Original,15904.0,18898,1,0.0,197,Avant Garde,No Sub-Genre,
Airs,0.0,2005,Finished Airing,YOW MISSING MAS BRO,Original,14490.0,19373,0,0.0,171,Avant Garde,No Sub-Genre,
Don't Cry (Movie),0.0,"Jul 1, 2017",Finished Airing,YOW MISSING MAS BRO,Original,15619.0,17060,0,0.0,314,Action,Sci-Fi,
2.43 Mini Anime: Volleyball Kouza,5.15,"Nov 29, 2020 to Jan 3, 2021",Finished Airing,YOW MISSING MAS BRO,Novel,11677.0,11240,5,380.0,1628,Sports,No Sub-Genre,2020.0
Itazuraguma no Gloomy,5.22,"Apr 12, 2021 to Jun 28, 2021",Finished Airing,NAZ,Other,11544.0,6791,40,3556.0,7557,Comedy,No Sub-Genre,2021.0
Kindan Joshi,4.92,"Dec 29, 2020 to Jan 3, 2021",Finished Airing,YOW MISSING MAS BRO,Original,12067.0,13781,4,129.0,705,Comedy,Romance,2020.0
Tonikaku Kawaii: Kaisou,7.37,"Dec 26, 2020",Finished Airing,Seven Arcs,Manga,2177.0,2820,226,27699.0,53052,Comedy,Romance,
Xue Ying Ling Zhu 2nd Season,7.28,"Dec 31, 2020 to Mar 4, 2021",Finished Airing,Mili Pictures,Novel,2601.0,10273,10,1040.0,2273,Action,Adventure,2020.0
Chang An Huan Jie,5.9,"Dec 31, 2020 to May 6, 2021",Finished Airing,YOW MISSING MAS BRO,Unknown,9278.0,12837,4,222.0,938,Fantasy,No Sub-Genre,2020.0
Jaku-Chara Tomozaki-kun Specials,6.67,"May 7, 2021 to Jun 2, 2021",Finished Airing,Project No.9,Light novel,5502.0,3246,74,20568.0,40869,Drama,Romance,2021.0
Bear Bear Bear Kuma! Kumadam-hen,5.47,"Jan 27, 2021 to Mar 24, 2021",Finished Airing,EMT Squared,Light novel,10876.0,11543,0,344.0,1457,Comedy,No Sub-Genre,2021.0
Yu Tong,0.0,1959,Finished Airing,YOW MISSING MAS BRO,Other,14136.0,18894,0,0.0,198,Adventure,No Sub-Genre,
Tadaima! Chibi Godzilla Season 2,5.72,"Dec 2, 2020 to Feb 24, 2021",Finished Airing,YOW MISSING MAS BRO,Original,9984.0,16650,0,134.0,344,Fantasy,Slice of Life,2020.0
Kawaii dake ja Nai Shikimori-san,6.92,"Apr 10, 2022 to Jul 10, 2022",Finished Airing,Doga Kobo,Web manga,4317.0,435,4446,192328.0,476062,Comedy,Romance,2022.0
Drawing!!,5.12,"Jul 9, 2007",Finished Airing,YOW MISSING MAS BRO,Original,11739.0,17736,0,114.0,266,Avant Garde,No Sub-Genre,
Deep Sea Tentacle,4.55,"Jul 16, 2007",Finished Airing,YOW MISSING MAS BRO,Original,12444.0,16407,0,185.0,360,Avant Garde,No Sub-Genre,
Wakame Buildings,5.05,"Jul 25, 2007",Finished Airing,YOW MISSING MAS BRO,Original,11863.0,18150,0,110.0,241,Avant Garde,No Sub-Genre,
Dinosaur Biyori,5.82,"Apr 4, 2021 to Sep 26, 2021",Finished Airing,Fanworks,Original,9604.0,10619,16,274.0,2036,Slice of Life,No Sub-Genre,2021.0
Gyokou no Nikuko-chan,7.18,"Jun 11, 2021",Finished Airing,Studio 4°C,Novel,3169.0,6363,29,2403.0,8839,Award Winning,Drama,
Kyou kara Maou! Taizenshu,0.0,"Feb 19, 2005 to Aug 20, 2005",Finished Airing,Studio Deen,Light novel,17593.0,22915,1,0.0,50,Adventure,Comedy,2005.0
Battle Mode,0.0,1990,Finished Airing,Gainax,Original,14858.0,18143,1,0.0,241,Action,No Sub-Genre,
Victor Hyper Robot Compo CM's,0.0,1986 to 1987,Finished Airing,Gainax,Original,13276.0,18910,1,0.0,197,Fantasy,Sci-Fi,1986.0
With All Our Hearts,6.56,"Jan 6, 2021",Finished Airing,YOW MISSING MAS BRO,Original,6009.0,12397,3,464.0,1076,Fantasy,No Sub-Genre,
Eomma Chaja Sammanli,0.0,"Jan 5, 1981",Finished Airing,YOW MISSING MAS BRO,Book,15811.0,18125,0,0.0,243,Adventure,Drama,
The First Slam Dunk,8.62,"Dec 3, 2022",Finished Airing,"Toei Animation, DandeLion Animation Studio",Manga,73.0,4638,161,2456.0,19419,Award Winning,Sports,
Soredemo Ayumu wa Yosetekuru,7.05,"Jul 8, 2022 to Sep 23, 2022",Finished Airing,SILVER LINK.,Manga,3776.0,1444,649,44361.0,148523,Comedy,Romance,2022.0
Xiyou Ji: Zai Shi Yao Wang,6.53,"Apr 2, 2021",Finished Airing,YOW MISSING MAS BRO,Novel,6175.0,15392,3,130.0,448,Action,Fantasy,
Dokidoki! Mini Mini! Kakushi Dungeon Gekijou,5.84,"Jan 9, 2021 to Mar 27, 2021",Finished Airing,Okuruto Noboru,Light novel,9536.0,8460,5,1520.0,4317,Comedy,Fantasy,2021.0
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,5.89,"Apr 8, 2021 to Jun 24, 2021",Finished Airing,Studio Comet,Original,9336.0,4296,153,5455.0,23060,Action,Fantasy,2021.0
Yichan Xiao Heshang,0.0,"Dec 15, 2016 to ?",Currently Airing,YOW MISSING MAS BRO,Original,14049.0,19662,0,0.0,155,Slice of Life,No Sub-Genre,2016.0
Tian Lang Zhan Ji,0.0,2016 to ?,Finished Airing,YOW MISSING MAS BRO,Original,12931.0,23103,0,0.0,47,Adventure,Sci-Fi,2016.0
Xiong Zi,0.0,Feb 2013 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13916.0,23914,0,0.0,40,Fantasy,No Sub-Genre,2013.0
Xiong Zi: Xiongxin Zhuangzhi,0.0,2014 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13918.0,23986,0,0.0,39,Fantasy,No Sub-Genre,2014.0
Xiong Zi: Xun Lu Zhan Ji,0.0,2016 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13919.0,23567,0,0.0,42,Adventure,Fantasy,2016.0
Xiong Zi: Zhengyi Shouhu,0.0,2018 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13920.0,23987,0,0.0,39,Fantasy,No Sub-Genre,2018.0
Xiong Zi: Fei Xiong Buke,0.0,"Aug 1, 2015 to ?",Finished Airing,YOW MISSING MAS BRO,Original,13917.0,23985,0,0.0,39,Fantasy,No Sub-Genre,2015.0
Xiaochou Niu,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13727.0,23563,0,0.0,42,Comedy,No Sub-Genre,2009.0
Er Dan Toutai Ji,0.0,Aug 2015,Finished Airing,YOW MISSING MAS BRO,Original,15811.0,19396,0,0.0,169,Slice of Life,No Sub-Genre,2015.0
Kung Fu Long: Xiao Xiban Da Zhihui,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,17551.0,23774,0,0.0,41,Fantasy,No Sub-Genre,
Kung Fu Long: Yuetuan Tuan,0.0,2016 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,17553.0,23833,0,0.0,40,Fantasy,No Sub-Genre,2016.0
Tansuo Diqiucun,0.0,2015 to ?,Finished Airing,YOW MISSING MAS BRO,Original,12816.0,24411,0,0.0,36,Adventure,No Sub-Genre,2015.0
Xiao Xiao Long Qihuan Ji,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Unknown,13677.0,23976,0,0.0,39,Fantasy,No Sub-Genre,
Argonavis Movie: Axia,0.0,"Mar 24, 2023",Finished Airing,SANZIGEN,Mixed media,14610.0,9858,11,0.0,2603,Drama,No Sub-Genre,
Tensei shitara Slime Datta Ken: Kanwa - Hinata Sakaguchi,6.75,"Jan 5, 2021",Finished Airing,8bit,Manga,5101.0,2813,112,26673.0,53188,Action,Adventure,
Jinxiu Shenzhou: Xingshi Wangguo,0.0,"Nov 29, 2014 to ?",Finished Airing,YOW MISSING MAS BRO,Original,16934.0,20768,0,0.0,90,Adventure,Fantasy,2014.0
Cike Nieyinniang Qianchuan,0.0,"Aug 20, 2015",Finished Airing,YOW MISSING MAS BRO,Original,15337.0,20319,0,0.0,115,Action,No Sub-Genre,
D4DJ Petit Mix,6.97,"Feb 5, 2021 to Jul 30, 2021",Finished Airing,"W-Toon Studio, DMM.futureworks",Mixed media,4112.0,7272,22,2629.0,6335,Comedy,No Sub-Genre,2021.0
Saiyuuki Reload: Zeroin,6.58,"Jan 6, 2022 to Mar 31, 2022",Finished Airing,LIDENFILMS,Manga,5924.0,5553,73,2594.0,12295,Action,Adventure,2022.0
Daji Chengzhang Ji,0.0,"Dec 19, 2014 to ?",Finished Airing,YOW MISSING MAS BRO,Original,15469.0,24011,0,0.0,39,Fantasy,No Sub-Genre,2014.0
Si Lu Chuanqi Dahai Tu,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Unknown,19903.0,23886,0,0.0,40,Adventure,No Sub-Genre,
Qihuan Long Bao,0.0,2009,Finished Airing,YOW MISSING MAS BRO,Original,19082.0,20339,0,0.0,114,Action,Adventure,
Na Sa Er Ding Dong Youji,0.0,2020 to ?,Finished Airing,YOW MISSING MAS BRO,Original,18371.0,22679,0,0.0,52,Adventure,Fantasy,2020.0
Qi Jiguang,0.0,"Oct 10, 2014 to ?",Finished Airing,YOW MISSING MAS BRO,Unknown,19020.0,21043,0,0.0,80,Action,No Sub-Genre,2014.0
Yang Jia Jiang: Jin Shatan,0.0,2011 to ?,Finished Airing,YOW MISSING MAS BRO,Other,13988.0,23570,0,0.0,42,Fantasy,No Sub-Genre,2011.0
Yang Jia Jiang: Pan Yang An,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Other,13989.0,23367,0,0.0,44,Fantasy,No Sub-Genre,
Yang Jia Jiang: Zhan Pengcheng,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Other,13990.0,23368,0,0.0,44,Fantasy,No Sub-Genre,
Shanmao He Jimi,0.0,Sep 2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19503.0,23878,0,0.0,40,Fantasy,No Sub-Genre,2009.0
Shanmao He Jimi: Kuaile Pian,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19505.0,24317,0,0.0,37,Fantasy,No Sub-Genre,
Shanmao He Jimi: Quanjia Le,0.0,"Apr 17, 2011 to ?",Finished Airing,YOW MISSING MAS BRO,Original,19508.0,24529,0,0.0,35,Fantasy,No Sub-Genre,2011.0
Shanmao He Jimi: Yijia Qin,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19509.0,24530,0,0.0,35,Fantasy,No Sub-Genre,2012.0
Shanmao He Jimi: Mohuan Pintu,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19506.0,24175,0,0.0,38,Fantasy,No Sub-Genre,
Shanmao He Jimi: Pintu Mima,0.0,Mar 2013 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19507.0,24397,0,0.0,36,Fantasy,No Sub-Genre,2013.0
Da Xia Shanmao He Jimi,0.0,"Nov 1, 2016 to ?",Finished Airing,YOW MISSING MAS BRO,Original,15436.0,23410,0,0.0,43,Fantasy,No Sub-Genre,2016.0
Da Xia Shanmao He Jimi 2nd Season,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15437.0,23252,0,0.0,45,Fantasy,No Sub-Genre,
DiDi Bang Bang Zongdongyuan,0.0,Apr 2010 to May 2011,Finished Airing,YOW MISSING MAS BRO,Original,15578.0,21717,0,0.0,67,Fantasy,No Sub-Genre,2010.0
Shenqi Xiaozi: Mike Yu Xiao Buji,0.0,Jun 2010 to Oct 2010,Finished Airing,YOW MISSING MAS BRO,Unknown,19618.0,21939,0,0.0,63,Fantasy,No Sub-Genre,2010.0
Xing Xueyuan,0.0,"Aug 24, 2015 to ?",Finished Airing,YOW MISSING MAS BRO,Original,13837.0,23115,0,0.0,47,Fantasy,No Sub-Genre,2015.0
Xing Xueyuan 2: Yue Ling Shou Huan,0.0,"Aug 1, 2016 to ?",Finished Airing,YOW MISSING MAS BRO,Original,13839.0,23501,0,0.0,43,Fantasy,No Sub-Genre,2016.0
Xing Xueyuan 3: Pandora Mijing,0.0,"Dec 26, 2017 to ?",Finished Airing,YOW MISSING MAS BRO,Original,13839.0,23116,0,0.0,47,Fantasy,No Sub-Genre,2017.0
Minjian Gui Shu,0.0,"May 14, 2015 to Sep 8, 2017",Finished Airing,YOW MISSING MAS BRO,Original,18152.0,22260,0,0.0,58,Horror,No Sub-Genre,2015.0
Wo Shi Bin Guo,0.0,2013 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13407.0,23969,0,0.0,39,Fantasy,No Sub-Genre,2013.0
Mei Hou Wang,0.0,1995 to ?,Finished Airing,YOW MISSING MAS BRO,Novel,17978.0,23455,0,0.0,43,Fantasy,No Sub-Genre,1995.0
Xiaoyuan San Jianke,0.0,Sep 2008 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,13761.0,23221,0,0.0,45,Adventure,Fantasy,2008.0
Huanbao Xiao Weishi,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16594.0,23295,0,0.0,44,Fantasy,No Sub-Genre,2009.0
Yue Ce Yue Kaixin,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,14147.0,23232,0,0.0,45,Comedy,No Sub-Genre,2008.0
Dongbei Yijia Ren,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15630.0,22808,0,0.0,50,Comedy,No Sub-Genre,
Xiaolong Qiu Qiu,0.0,Mar 2012 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,13741.0,23492,0,0.0,43,Fantasy,No Sub-Genre,2012.0
Kuaile Jingling,0.0,"Nov 10, 2008 to ?",Finished Airing,YOW MISSING MAS BRO,Unknown,17494.0,23432,0,0.0,43,Fantasy,No Sub-Genre,2008.0
Du Jiao Leyuan,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15735.0,23149,0,0.0,46,Fantasy,No Sub-Genre,2007.0
Zhimou Jiazu,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14283.0,23377,0,0.0,43,Comedy,No Sub-Genre,2007.0
Babo Xiongmao,0.0,2006 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,14710.0,23130,0,0.0,46,Fantasy,No Sub-Genre,2006.0
Longmai Chuanqi,0.0,"Jun 28, 2008 to ?",Finished Airing,YOW MISSING MAS BRO,Unknown,17763.0,23312,0,0.0,44,Adventure,No Sub-Genre,2008.0
Zheng He Xia Xiyang,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Unknown,14255.0,23036,0,0.0,47,Adventure,No Sub-Genre,
Sirotsumekusa,0.0,"Sep 19, 2020",Finished Airing,HoriPro,Original,19928.0,18396,0,0.0,229,Suspense,No Sub-Genre,
Xiao Shu Ping Ping,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13649.0,23973,0,0.0,39,Fantasy,No Sub-Genre,2010.0
Chengshi Yezhan Pai,0.0,2001 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15188.0,23143,0,0.0,46,Adventure,No Sub-Genre,2001.0
Soujiu Quan Ahoo,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,20031.0,23474,0,0.0,43,Drama,No Sub-Genre,2009.0
Cupid Da Nao Shi Er Xingzuo,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15394.0,23651,0,0.0,41,Adventure,Fantasy,2007.0
Tan Zhang QiQi,0.0,"Sep 15, 2003 to ?",Finished Airing,YOW MISSING MAS BRO,Original,12801.0,23475,0,0.0,43,Mystery,No Sub-Genre,2003.0
Weiba Menghuan Qu,0.0,2006 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13365.0,23746,0,0.0,41,Fantasy,No Sub-Genre,2006.0
Weiba Menghuan Qu: Baike 150 Wen,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,13366.0,23484,0,0.0,43,Fantasy,No Sub-Genre,
Long Taizi,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,17750.0,23450,0,0.0,43,Fantasy,No Sub-Genre,2008.0
Long Taizi: Yinhe Da Maoxian,0.0,May 2011 to May 2012,Finished Airing,YOW MISSING MAS BRO,Original,17752.0,22113,0,0.0,60,Fantasy,Sci-Fi,2011.0
Long Taizi: Yanre Xingqiu Zhi Mi,0.0,2013 to ?,Finished Airing,YOW MISSING MAS BRO,Original,17751.0,23503,0,0.0,42,Fantasy,Sci-Fi,2013.0
Assault Lily: Fruits,6.31,"Jul 20, 2021 to Jan 4, 2022",Finished Airing,Shaft,Other,7347.0,8499,11,979.0,4255,Comedy,Fantasy,2021.0
Huanbao Jian,0.0,Apr 2004 to ?,Finished Airing,YOW MISSING MAS BRO,Original,16592.0,23432,0,0.0,43,Adventure,Fantasy,2004.0
Qixiang Bai Wen,0.0,2008 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19125.0,23863,0,0.0,40,Fantasy,No Sub-Genre,2008.0
Fei Mao Shou Gou Jingling Shu,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15851.0,23421,0,0.0,43,Comedy,No Sub-Genre,2007.0
Jinsihou Shenyou Shuxiang Wangguo,0.0,Feb 2008 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,16927.0,23624,0,0.0,42,Fantasy,No Sub-Genre,2008.0
Waitan 520,0.0,2006 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13297.0,23482,0,0.0,43,Drama,Romance,2006.0
Kaixin Sishu,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,17103.0,22663,0,0.0,52,Comedy,No Sub-Genre,2009.0
Douya Nongchang,0.0,Jun 2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,15719.0,22425,0,0.0,55,Comedy,No Sub-Genre,2012.0
Dou Ding De Kuaile Riji,0.0,"May 11, 2010 to ?",Finished Airing,YOW MISSING MAS BRO,Original,15672.0,22246,0,0.0,58,Comedy,No Sub-Genre,2010.0
Xi Ge Xi Mei: Kaixin Leyuan,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13482.0,22465,0,0.0,55,Comedy,No Sub-Genre,2012.0
Shujia Shang De Qimiao Shijie,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Book,19876.0,22845,0,0.0,50,Fantasy,No Sub-Genre,2010.0
Yundong Xiao Fuxing,0.0,2005 to ?,Finished Airing,YOW MISSING MAS BRO,Original,14181.0,22411,0,0.0,56,Sports,No Sub-Genre,2005.0
Xiao Chong Sanbao,0.0,2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13566.0,22737,0,0.0,51,Fantasy,No Sub-Genre,2009.0
Xiaonu Cao E,0.0,2005 to ?,Finished Airing,YOW MISSING MAS BRO,Other,13751.0,22868,0,0.0,50,Fantasy,No Sub-Genre,2005.0
E Bao Leyuan,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,15773.0,23291,0,0.0,44,Comedy,No Sub-Genre,
Qiu Pao Senlin,0.0,Sep 2009 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19123.0,22687,0,0.0,52,Fantasy,No Sub-Genre,2009.0
Dushi Miao Qitan,0.0,"Jan 30, 2021 to Jun 5, 2021",Finished Airing,YOW MISSING MAS BRO,Manga,15770.0,18065,1,0.0,246,Supernatural,No Sub-Genre,2021.0
Wanpi Fu Duo,0.0,2004 to ?,Finished Airing,YOW MISSING MAS BRO,Original,13331.0,22506,0,0.0,54,Adventure,No Sub-Genre,2004.0
Enen no Shouboutai Mini Anime,6.04,"Jan 8, 2021 to Jul 30, 2021",Finished Airing,YOW MISSING MAS BRO,Manga,8673.0,5811,22,2061.0,10987,Comedy,No Sub-Genre,2021.0
2.43: Seiin Koukou Danshi Volley-bu Mini Anime,5.28,"Nov 1, 2020 to Nov 27, 2020",Finished Airing,YOW MISSING MAS BRO,Novel,11391.0,11069,1,389.0,1730,Slice of Life,Sports,2020.0
2.43 Mini Anime: Fukui-ben Kouza,5.12,"Jan 7, 2021 to Feb 26, 2021",Finished Airing,YOW MISSING MAS BRO,Novel,11738.0,11899,5,286.0,1276,Comedy,No Sub-Genre,2021.0
2.43 Mini Anime: Inside Story,5.15,"Jan 9, 2021 to Mar 13, 2021",Finished Airing,YOW MISSING MAS BRO,Novel,11678.0,11618,2,305.0,1414,Comedy,No Sub-Genre,2021.0
Ku Bao Fangkuai,0.0,2007 to 2009,Finished Airing,YOW MISSING MAS BRO,Original,17459.0,22193,0,0.0,59,Comedy,No Sub-Genre,2007.0
Sanqi Xiao Fuxing,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19383.0,23728,0,0.0,41,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Xiao Fuxing Ai Kexue,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19393.0,23731,0,0.0,41,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Rong Cheng Yiji,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19390.0,23530,0,0.0,42,Adventure,No Sub-Genre,
Sanqi Xiao Fuxing: Duo Bao Qibing,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Original,19387.0,23872,0,0.0,40,Comedy,No Sub-Genre,2012.0
Sanqi Xiao Fuxing: Sanqi Zhen Yi Shi,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19391.0,23730,0,0.0,41,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Bao Lu Xiansheng,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19384.0,23729,0,0.0,41,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Zhi Dou Sanshiliu Ji,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19396.0,23533,0,0.0,42,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Caihong Yuezhang,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19385.0,23868,0,0.0,40,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Shenqi de Bai Guo Teng,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19392.0,23531,0,0.0,42,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Xuyuan Shanzhuang,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19395.0,23532,0,0.0,42,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Bian Fei Wei Bao Lu,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19384.0,23464,0,0.0,43,Comedy,No Sub-Genre,
Sanqi Xiao Fuxing: Jun Jun Daluan Dou,0.0,Not available,Finished Airing,YOW MISSING MAS BRO,Original,19389.0,23592,0,0.0,42,Comedy,No Sub-Genre,
Leyuan Shuang Bao,0.0,2005 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,17686.0,23448,0,0.0,43,Fantasy,No Sub-Genre,2005.0
Xia Qiao Jie,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,13519.0,23350,0,0.0,44,Comedy,Fantasy,2010.0
Xingxi Baobei,0.0,2010 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,13868.0,23231,0,0.0,45,Fantasy,No Sub-Genre,2010.0
Kuaile Xiao Yongshi,0.0,2007 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,17512.0,23701,0,0.0,41,Mystery,No Sub-Genre,2007.0
Yuxi Chuanqi,0.0,2005 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,14202.0,23233,0,0.0,45,Comedy,Fantasy,2005.0
Caicaitoon,0.0,2012 to ?,Finished Airing,YOW MISSING MAS BRO,Unknown,15055.0,23138,0,0.0,46,Fantasy,No Sub-Genre,2012.0
Liang Liang Kan Hai,0.0,2000,Finished Airing,YOW MISSING MAS BRO,Unknown,17695.0,23076,0,0.0,47,Fantasy,No Sub-Genre,
